C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,00:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,04:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,08:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,12:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,16:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,20:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,00:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,04:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,08:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,12:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,16:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,20:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,00:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,04:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,08:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,12:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,16:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,20:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,00:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,04:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,08:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,12:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,16:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-05-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,20:00:00,REGULAR,0000000000,0000000691                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,00:00:00,REGULAR,0000529688,0000022723                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,04:00:00,REGULAR,0000529691,0000022723                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,08:00:00,REGULAR,0000529715,0000022724                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,12:00:00,REGULAR,0000529795,0000022727                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,16:00:00,REGULAR,0000529865,0000022747                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,20:00:00,REGULAR,0000529919,0000022752                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,00:00:00,REGULAR,0000529940,0000022752                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,04:00:00,REGULAR,0000529942,0000022752                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,08:00:00,REGULAR,0000529959,0000022752                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,12:00:00,REGULAR,0000530020,0000022754                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,16:00:00,REGULAR,0000530088,0000022762                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,20:00:00,REGULAR,0000530140,0000022769                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,00:00:00,REGULAR,0000530165,0000022770                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,04:00:00,REGULAR,0000530170,0000022770                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,08:00:00,REGULAR,0000530348,0000022771                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,12:00:00,REGULAR,0000530515,0000022776                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,16:00:00,REGULAR,0000530610,0000022785                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,20:00:00,REGULAR,0000530698,0000022786                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,00:00:00,REGULAR,0000530716,0000022786                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,04:00:00,REGULAR,0000530719,0000022786                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,08:00:00,REGULAR,0000530907,0000022786                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,12:00:00,REGULAR,0000531105,0000022789                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,16:00:00,REGULAR,0000531186,0000022793                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,20:00:00,REGULAR,0000531281,0000022804                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,00:00:00,REGULAR,0000531310,0000022809                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,04:00:00,REGULAR,0000531318,0000022809                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,08:00:00,REGULAR,0000531512,0000022809                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,12:00:00,REGULAR,0000531694,0000022817                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,16:00:00,REGULAR,0000531801,0000022823                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,20:00:00,REGULAR,0000531905,0000022832                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,00:00:00,REGULAR,0000531931,0000022835                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,04:00:00,REGULAR,0000531934,0000022835                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,08:00:00,REGULAR,0000532132,0000022835                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,12:00:00,REGULAR,0000532321,0000022845                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,16:00:00,REGULAR,0000532420,0000022848                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,20:00:00,REGULAR,0000532515,0000022850                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,00:00:00,REGULAR,0000532537,0000022850                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,04:00:00,REGULAR,0000532539,0000022850                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,08:00:00,REGULAR,0000532706,0000022851                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,12:00:00,REGULAR,0000532880,0000022851                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,16:00:00,REGULAR,0000532973,0000022855                                       
G015,R312,01-06-00,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,20:00:00,REGULAR,0000533058,0000022855                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,00:00:00,REGULAR,0000448663,0000122396                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,04:00:00,REGULAR,0000448668,0000122397                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,08:00:00,REGULAR,0000448678,0000122400                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,12:00:00,REGULAR,0000448711,0000122406                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,16:00:00,REGULAR,0000448775,0000122436                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/17/2017,20:00:00,REGULAR,0000448819,0000122445                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,00:00:00,REGULAR,0000448835,0000122453                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,04:00:00,REGULAR,0000448837,0000122456                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,08:00:00,REGULAR,0000448848,0000122458                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,12:00:00,REGULAR,0000448881,0000122460                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,16:00:00,REGULAR,0000448921,0000122473                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/18/2017,20:00:00,REGULAR,0000448957,0000122484                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,00:00:00,REGULAR,0000448976,0000122494                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,04:00:00,REGULAR,0000448978,0000122496                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,08:00:00,REGULAR,0000449070,0000122505                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,12:00:00,REGULAR,0000449165,0000122526                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,16:00:00,REGULAR,0000449243,0000122553                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/19/2017,20:00:00,REGULAR,0000449307,0000122567                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,00:00:00,REGULAR,0000449313,0000122574                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,04:00:00,REGULAR,0000449313,0000122575                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,08:00:00,REGULAR,0000449393,0000122584                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,12:00:00,REGULAR,0000449477,0000122603                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,16:00:00,REGULAR,0000449548,0000122623                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/20/2017,20:00:00,REGULAR,0000449628,0000122641                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,00:00:00,REGULAR,0000449651,0000122647                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,04:00:00,REGULAR,0000449653,0000122648                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,08:00:00,REGULAR,0000449730,0000122655                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,12:00:00,REGULAR,0000449816,0000122683                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,16:00:00,REGULAR,0000449901,0000122700                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/21/2017,20:00:00,REGULAR,0000449959,0000122717                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,00:00:00,REGULAR,0000449979,0000122729                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,04:00:00,REGULAR,0000449980,0000122729                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,08:00:00,REGULAR,0000450063,0000122738                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,12:00:00,REGULAR,0000450139,0000122762                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,16:00:00,REGULAR,0000450219,0000122786                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/22/2017,20:00:00,REGULAR,0000450301,0000122806                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,00:00:00,REGULAR,0000450323,0000122812                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,04:00:00,REGULAR,0000450324,0000122813                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,08:00:00,REGULAR,0000450398,0000122821                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,12:00:00,REGULAR,0000450463,0000122841                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,16:00:00,REGULAR,0000450523,0000122864                                       
G015,R312,01-06-01,W 8 ST-AQUARIUM,FQ,BMT,06/23/2017,20:00:00,REGULAR,0000450577,0000122878                                       
H001,R175,00-00-00,8 AV,ACEL,BMT,06/17/2017,01:00:00,REGULAR,0003928515,0003639209                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/17/2017,05:00:00,REGULAR,0003928787,0003639263                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/17/2017,09:00:00,REGULAR,0003928922,0003639503                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/17/2017,13:00:00,REGULAR,0003929373,0003640190                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/17/2017,17:00:00,REGULAR,0003930272,0003641003                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/17/2017,21:00:00,REGULAR,0003931194,0003641670                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/18/2017,01:00:00,REGULAR,0003931817,0003642009                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/18/2017,05:00:00,REGULAR,0003932077,0003642056                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/18/2017,09:00:00,REGULAR,0003932176,0003642236                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/18/2017,13:00:00,REGULAR,0003932555,0003642874                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/18/2017,17:00:00,REGULAR,0003933334,0003643599                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/18/2017,21:00:00,REGULAR,0003934239,0003644066                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/19/2017,01:00:00,REGULAR,0003934726,0003644268                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/19/2017,05:00:00,REGULAR,0003934812,0003644316                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/19/2017,09:00:00,REGULAR,0003935117,0003644839                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/19/2017,13:00:00,REGULAR,0003935647,0003645580                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/19/2017,17:00:00,REGULAR,0003936666,0003646136                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/19/2017,21:00:00,REGULAR,0003937776,0003646743                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/20/2017,01:00:00,REGULAR,0003938222,0003646927                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/20/2017,05:00:00,REGULAR,0003938282,0003646969                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/20/2017,09:00:00,REGULAR,0003938619,0003647539                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/20/2017,13:00:00,REGULAR,0003939162,0003648398                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/20/2017,17:00:00,REGULAR,0003940232,0003649051                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/20/2017,21:00:00,REGULAR,0003941498,0003649975                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,01:00:00,REGULAR,0003942246,0003650205                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,05:00:00,REGULAR,0003942374,0003650251                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,08:37:47,REGULAR,0003942648,0003650653                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,09:00:00,REGULAR,0003942724,0003650770                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,13:00:00,REGULAR,0003943271,0003651592                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,17:00:00,REGULAR,0003944248,0003652263                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/21/2017,21:00:00,REGULAR,0003945562,0003653183                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/22/2017,01:00:00,REGULAR,0003946320,0003653422                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/22/2017,05:00:00,REGULAR,0003946442,0003653460                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/22/2017,09:00:00,REGULAR,0003946738,0003654023                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/22/2017,13:00:00,REGULAR,0003947276,0003654810                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/22/2017,17:00:00,REGULAR,0003948300,0003655504                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/22/2017,21:00:00,REGULAR,0003949510,0003656399                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/23/2017,01:00:00,REGULAR,0003950283,0003656664                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/23/2017,05:00:00,REGULAR,0003950464,0003656700                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/23/2017,09:00:00,REGULAR,0003950721,0003657250                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/23/2017,13:00:00,REGULAR,0003951284,0003658059                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/23/2017,17:00:00,REGULAR,0003952430,0003658758                                                
H001,R175,00-00-00,8 AV,ACEL,BMT,06/23/2017,21:00:00,REGULAR,0003953613,0003659474                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/17/2017,01:00:00,REGULAR,0017099833,0011650972                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/17/2017,05:00:00,REGULAR,0017100074,0011651001                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/17/2017,09:00:00,REGULAR,0017100185,0011651112                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/17/2017,13:00:00,REGULAR,0017100614,0011651549                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/17/2017,17:00:00,REGULAR,0017101398,0011652069                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/17/2017,21:00:00,REGULAR,0017102288,0011652479                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/18/2017,01:00:00,REGULAR,0017102829,0011652683                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/18/2017,05:00:00,REGULAR,0017103062,0011652711                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/18/2017,09:00:00,REGULAR,0017103141,0011652798                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/18/2017,13:00:00,REGULAR,0017103479,0011653163                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/18/2017,17:00:00,REGULAR,0017104258,0011653634                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/18/2017,21:00:00,REGULAR,0017105020,0011653985                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/19/2017,01:00:00,REGULAR,0017105449,0011654111                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/19/2017,05:00:00,REGULAR,0017105513,0011654122                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/19/2017,09:00:00,REGULAR,0017105811,0011654354                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/19/2017,13:00:00,REGULAR,0017106334,0011654796                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/19/2017,17:00:00,REGULAR,0017107280,0011655098                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/19/2017,21:00:00,REGULAR,0017108299,0011655434                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/20/2017,01:00:00,REGULAR,0017108658,0011655540                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/20/2017,05:00:00,REGULAR,0017108711,0011655558                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/20/2017,09:00:00,REGULAR,0017109041,0011655839                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/20/2017,13:00:00,REGULAR,0017109617,0011656247                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/20/2017,17:00:00,REGULAR,0017110576,0011656656                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/20/2017,21:00:00,REGULAR,0017111794,0011657176                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,01:00:00,REGULAR,0017112428,0011657335                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,05:00:00,REGULAR,0017112541,0011657350                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,08:37:47,REGULAR,0017112770,0011657560                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,09:00:00,REGULAR,0017112834,0011657629                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,13:00:00,REGULAR,0017113350,0011658064                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,17:00:00,REGULAR,0017114250,0011658479                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/21/2017,21:00:00,REGULAR,0017115505,0011659033                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/22/2017,01:00:00,REGULAR,0017116174,0011659194                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/22/2017,05:00:00,REGULAR,0017116278,0011659215                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/22/2017,09:00:00,REGULAR,0017116593,0011659512                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/22/2017,13:00:00,REGULAR,0017117135,0011659927                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/22/2017,17:00:00,REGULAR,0017118044,0011660335                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/22/2017,21:00:00,REGULAR,0017119158,0011660868                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/23/2017,01:00:00,REGULAR,0017119809,0011660992                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/23/2017,05:00:00,REGULAR,0017119959,0011661012                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/23/2017,09:00:00,REGULAR,0017120248,0011661242                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/23/2017,13:00:00,REGULAR,0017120811,0011661671                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/23/2017,17:00:00,REGULAR,0017121911,0011662113                                                
H001,R175,00-00-01,8 AV,ACEL,BMT,06/23/2017,21:00:00,REGULAR,0017123063,0011662554                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/17/2017,01:00:00,REGULAR,0013723426,0008070529                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/17/2017,05:00:00,REGULAR,0013723575,0008070549                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/17/2017,09:00:00,REGULAR,0013723630,0008070632                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/17/2017,13:00:00,REGULAR,0013723950,0008071024                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/17/2017,17:00:00,REGULAR,0013724697,0008071355                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/17/2017,21:00:00,REGULAR,0013725403,0008071683                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/18/2017,01:00:00,REGULAR,0013725866,0008071837                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/18/2017,05:00:00,REGULAR,0013726031,0008071854                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/18/2017,09:00:00,REGULAR,0013726100,0008071904                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/18/2017,13:00:00,REGULAR,0013726389,0008072214                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/18/2017,17:00:00,REGULAR,0013727056,0008072537                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/18/2017,21:00:00,REGULAR,0013727735,0008072769                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/19/2017,01:00:00,REGULAR,0013728063,0008072847                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/19/2017,05:00:00,REGULAR,0013728105,0008072871                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/19/2017,09:00:00,REGULAR,0013728315,0008073060                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/19/2017,13:00:00,REGULAR,0013728702,0008073420                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/19/2017,17:00:00,REGULAR,0013729448,0008073706                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/19/2017,21:00:00,REGULAR,0013730298,0008073999                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/20/2017,01:00:00,REGULAR,0013730576,0008074072                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/20/2017,05:00:00,REGULAR,0013730603,0008074084                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/20/2017,09:00:00,REGULAR,0013730835,0008074288                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/20/2017,13:00:00,REGULAR,0013731287,0008074618                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/20/2017,17:00:00,REGULAR,0013732111,0008074931                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/20/2017,21:00:00,REGULAR,0013733193,0008075277                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/21/2017,01:00:00,REGULAR,0013733752,0008075381                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/21/2017,05:00:00,REGULAR,0013733831,0008075393                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/21/2017,08:37:47,REGULAR,0013733991,0008075566                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/21/2017,09:00:00,REGULAR,0013734044,0008075610                                                
H001,R175,00-00-02,8 AV,ACEL,BMT,06/21/2017,13:00:00,REGULAR,0013734516,0008075920                                                
